Folder	File	Author	Title	Genre	Updated	Lang	Series	Annotation	Keywords	PublishYear
f.usr-547062-550755.7z	548622.xml.fb2	SHEF90RUS,,:	Unknown	drama_antique:	2019-05-01	ru				
f.usr-547062-550755.7z	549381.epub	Атаманов,Михаил,:	Искажающие реальность-5		2026-09-01	ru				
f.usr-554453-556317.7z	556118.epub.fb2	,Cocooned Cow,:	Мир боевых искусств	computers:	2019-08-01	ru		<p>В Сфере Богов бесчисленные легенды боролись за таинственный куб. После сражения таинственный куб исчез в пустоте. Линь Мин натыкается на этот таинственный объект и начинает своё путешествие, чтобы стать героем земли.</p>		
f.usr-564404-566823.7z	565774.pdf.epub	., Рао Д. .,Макмахан,Б.:	Знакомство с PyTorch: глубокое обучение при обработке естественного языка		2026-09-01	ru				
f.usr-575486-577874.7z	575923.pdf.epub	admin,,:	aaff95083802a1d18ea008d7a2fa816a		2026-09-01	en				
f.usr-577875-580713.7z	579991.epab.epub	Вадим,,:	Unknown		2026-09-01	en				
f.usr-577875-580713.7z	580331.fb2	Хмелевская,Иоанна,:	Вся ПАНИ ИОАННА. Том 1	det_irony:	2020-05-01	ru	Все произведения о пани Иоанне в двух томах#1	<p>Содержание:</p><p>1. Клин клином<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>2. Подозреваются все<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>3. Крокодил из страны Шарлотты<emphasis>(Перевод: Людмила Ермилова)</emphasis></p><p>4. Что сказал покойник<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>5. Все красное<emphasis>(Перевод: Мария Кронгауз)</emphasis></p><p>6. Роман века<emphasis>(без указания переводчика)</emphasis></p><p>7. Просёлочные дороги<emphasis>(Перевод: Нина Селиванова)</emphasis></p><p>8. Проклятое наследство<emphasis>(без указания переводчика)</emphasis></p><p>9. Колодцы предков (вариант перевода Аванта+,<emphasis>Перевод: Вера Селиванова)</emphasis></p><p>10. Бесконечная шайка<emphasis>(без указания переводчика)</emphasis></p><p>11. Бега<emphasis>(Перевод: Любовь Стоцкая)</emphasis></p><p>12. Тайна<emphasis>(Перевод: Ирина Колташева)</emphasis></p><p>13. Дело с двойным дном<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>14. Флоренция — дочь Дьявола<emphasis>(Перевод: Любовь Стоцкая)</emphasis></p><p>15. Стечение обстоятельств<emphasis>(без указания переводчика)</emphasis></p>		2020
f.usr-577875-580713.7z	580332.fb2	Хмелевская,Иоанна,:	Вся ПАНИ ИОАННА	det_irony:	2020-05-01	ru	Все произведения о пани Иоанне в двух томах#2	<p>Содержание:</p><p>1. Свистопляска<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>2. Две головы и одна нога<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>3. Золотая муха<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>4. ТТ, или Трудный труп<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>5. Бабский мотив<emphasis>(Перевод: Любовь Стоцкая)</emphasis></p><p>6. Убойная марка<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>7. Кот в мешке<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>8. Убить меня<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>9. Зажигалка<emphasis>(без указания переводчика)</emphasis></p><p>10. Бледная Холера<emphasis>(Перевод: Сергей Соколов)</emphasis></p><p>11. Смерть пиявкам!<emphasis>(Перевод: Вера Селиванова)</emphasis></p><p>12. Похищение на бис<emphasis>(Перевод: Нина Селиванова)</emphasis></p><p>13. Бычки в томате<emphasis>(Перевод: Нина Селиванова)</emphasis></p><p>14. Чисто конкретное убийство<emphasis>(Перевод: Любовь Стоцкая)</emphasis></p>		2020
f.usr-580714-583735.7z	583417.fb2	Бобков,Владислав,Андреевич:	Властитель Мертвых. Книги 1-3	sf_action:sf_postapocalyptic:network_literature:	2020-06-01	ru	Система Апокалипсиса#			
f.usr-586104-588782.7z	586574.epub.fb2	Кучеренко,Елена,Александровна:	Как я выходила замуж. Рассказы	russian_contemporary:religion:nonf_biography:ref_dict:	2020-08-01	ru		<p>Автор книги – москвичка, выпускница театроведческого факультета ГИТИСа, мама пяти дочек. Елена Кучеренко описывает свой приход к вере, радости неофитства и проблемы воцерковления, трудности и соблазны христианской жизни, ее счастливые эпизоды. Она повествует и о том, как живут и трудятся, рождаются и умирают, любят и растят детей ее близкие, друзья, знакомые. С ироничными зарисовками и забавными историями соседствуют щемящие душу драмы.</p><p>Рассказы будут интересны читателю, ценящему живой слог, интересный сюжет, юмор и возможность задуматься над прочитанным.</p><p>Для широкого круга читателей.</p>	проза жизни,женские истории,семейное счастье,путь к Богу,духовные ценности,вечные вопросы,рассказы,православная вера	
f.usr-586104-588782.7z	588490.rtf.fb2	Языков,Олег,:	Куплю метр государственной границы. Фрагмент	drama_antique:	2020-08-01	en				
f.usr-586104-588782.7z	588491.rtf.fb2	Языков,Олег,:	Псион клана Росс	drama_antique:	2020-08-01	en				
f.usr-588783-591755.7z	590672.fb2	Гедеон,,:	У оружия нет имени	drama_antique:	2020-09-01	ru				
f.usr-591756-597992.7z	592539.pdf.epub	Ольденбург,Рэй,:	Третье место: кафе, кофейни, книжные магазины, бары, салоны красоты и другие места «тусовок» как фундамент сообщества		2026-09-01	ru				
f.usr-695155-699611.7z	695663.pdf.fb2	Муратов,Виктор,Владимирович:	Румия	child_prose:	2022-12-01	ru		<p>Повесть о мальчишках первых послевоенных лет. Главные герои книги на себе испытали, что такое война, разрушившая их мечты, оторвавшая их от родительского дома. И теперь воспитатели «Румии» (ремесленное училище металлистов) прилагают все силы, чтобы совершить перелом в их нравственном развитии. Ребята вынесли из стен училища самое главное в жизни: любовь к труду, уважение к рабочему человеку.</p><p>Муратов В. В.</p><p>М91 Румия: Повесть, рассказ.— М.: Моск. рабочий, 1982. — 239 с.</p><p>СОДЕРЖАНИЕ</p><p>Это и есть море? ... 5</p><p>Последний маршрут ... 16</p><p>Не так страшен черт ... 26</p><p>Что мы за цацы такие? ... 35</p><p>Влипли ... 39</p><p>Пир папуасов ... 54</p><p>Кто пойдет в театр ... 60</p><p>Пятая «непромокаемая» ... 73</p><p>Старые конюшни ... 77</p><p>Зачем ему берег турецкий? ... 90</p><p>«Лапша» ... 94</p><p>Первая стружка ... 102</p><p>Винтики, болтики ... 106</p><p>Зимний вечер ... 119</p><p>Сколько выдержит человек ... 127</p><p>Возвращение Цобы ... 135</p><p>Хиба як у нас? ... 141</p><p>Гармонь остается ... 146</p><p>На берегу Днестра ... 155</p><p>Леденцы ... 168</p><p>Приглашение на бал ... 175</p><p>Как писать о весне ... 191</p><p>Кислые яблочки ... 201</p><p>Сколько стоит матрешка? ... 208</p><p>Третий вариант ... 222</p><p>Тополиная весна. Рассказ ... 233</p>	Для детей среднего и старшего школьного возраста	1982
f.usr-754754-759835.7z	756350.fb2	Картер,Пол,:Хайфилд,Роджер,:	Эйнштейн. Частная жизнь	home_pets:popadancy:	2023-12-01	ru				
f.usr-774150-778576.7z	775113.pub.epub	Hazelwood,Ali,:	Check & Mate		2026-09-01	en				
f.usr-838587-841876.7z	840138.epup.epub	Lars,Kepler,,:	The Sleepwalker	sf_all_root:Mystery & Detective:Scandinavian Thriller:Suspense:	2026-09-01	en				
f.usr-841877-844295.7z	842709.epup.epub	Robb,J.,D.:	Framed in Death		2026-09-01	en				
f.usr-841877-844295.7z	843101.epup.epub	Tracy,P.,J.:	The Deepest Cut		2026-09-01	en				
f.usr-879582-883394.7z	882724.epub	aut,,:	Неписаное: Происхождение: Селена		2026-09-01	en				
usr-158326-161827.7z	Lorri_Vsyo_ne_prosto.fb2	,Комп,:	Лорри		2009-07-31	un				
usr-172703-182284.7z	Elena_Kolina_Lyubof_i_Drushba.fb2		Любоф и друшба		2009-12-15	ru				
usr-172703-182284.7z	Faktor_prevoshodstva_Baza-24_N7_.fb2		Фактор превоскходства		2009-12-18	ru				
usr-172703-182284.7z	Ivan_Ivanovich_Hemnitser_Polnoe_sobranie_stihotvoreniy.fb2	И,Хемницер,:	И. Полное собрание стихотворений. Содержание		2009-12-08	un		<poem><stanza><imagex><imagex></stanza><stanza><v><a>РВБ</a>:<a>XVIII век</a>:<a>И.И. Хемницер</a>.</v><v>Версия 1.01, 30 сентября 2006 г.</v></stanza><stanza><v>БИБЛИОТЕКА ПОЭТА</v><v>ОСНОВАНА М. ГОРЬКИМ</v></stanza></poem>		
usr-172703-182284.7z	Keti_Maksvell_Tvoya_navsegda.fb2	Максвелл,Кэти,:	Твоя навсегда		2010-01-15	ru				
usr-172703-182284.7z	Kikuti_Hideyuki_Di_ohotnik_na_vampirov.fb2	Кикути,Хидеюки,:	Ди, охотник на вампиров		2009-12-15	ru				
usr-182285-187147.7z	Darren_Shen_Tunneli_krovi.fb2	Шэн,Даррен,:	Туннели крови		2010-02-01	ru				
usr-182285-187147.7z	Valentin_Postnikov_Rozhdestvenskie_priklyucheniya.fb2	Постников,Валентин,:	Гарри и его собака Поттер. Рождественские приключения		2010-02-13	ru				
usr-344000-348999.7z	344601.jpg.epub	Lilin,Nicolai,:	Il respiro del buio		2026-09-01	it				
usr-359000-364999.7z	363087.txt.epub	Berenson,Alex,:	The Faithful Spy		2026-09-01	un				
usr-548000-552999.7z	548606.epub	Nam,Le,:	Cartagena		2026-09-01	en				
usr-548000-552999.7z	548607.epub	She,Lao,:	Mr Ma and Son		2026-09-01	en				
usr-548000-552999.7z	548610.epub	Lao,She,:	Rickshaw Boy		2026-09-01	en				
usr-548000-552999.7z	548611.epub	Nicci,Cloke,:	Someday Find Me		2026-09-01	en				
usr-548000-552999.7z	548613.epub	Brovig,Dea,:	The Last Boat Home		2026-09-01	en				
usr-548000-552999.7z	548617.epub	Amy,Stolls,:	The Ninth Wife		2026-09-01	en				
usr-548000-552999.7z	548631.epub	Harlan,Wilson,,D.:	They Had Goat Heads		2026-09-01	en				
usr-548000-552999.7z	548636.epub	Knowlson,James,:	Beckett Remembering / Remembering Beckett		2026-09-01	un				
usr-548000-552999.7z	548637.epub	Beckett,Samuel,:	Collected Poems in English and French		2026-09-01	en				
usr-548000-552999.7z	548638.epub	Beckett,Samuel,:	The Complete Dramatic Works		2026-09-01	en				
usr-548000-552999.7z	548641.epub	Beckett,Samuel,:	Echo's Bones		2026-09-01	ar				
usr-548000-552999.7z	548644.epub	Samuel,Beckett,:	Endgame Act Without Words I		2026-09-01	en				
usr-548000-552999.7z	548646.epub	Samuel,Beckett,:	Ends and Odds		2026-09-01	en				
usr-548000-552999.7z	548648.epub	Samuel,Beckett,:	First Love and Other Shorts		2026-09-01	en				
usr-548000-552999.7z	548649.epub	Samuel,Beckett,:	Happy Days: A Play in Two Acts		2026-09-01	en				
usr-548000-552999.7z	548651.epub	Richard,Seaver,:	I can’t go on, I’ll go on: A Selection from Samuel Beckett’s Work		2026-09-01	en				
usr-548000-552999.7z	548652.epub	Samuel,Beckett,:	Krapp's Last Tape and Other Dramatic Pieces		2026-09-01	en				
usr-548000-552999.7z	548657.epub	Samuel,Beckett,:	Mercier and Camier		2026-09-01	en				
usr-548000-552999.7z	548659.epub	Samuel,Beckett,:	Malone Dies		2026-09-01	en				
usr-548000-552999.7z	548665.epub	Samuel,Beckett,:	The Unnamable		2026-09-01	en				
usr-548000-552999.7z	548672.epub	Samuel,Beckett,:	Nohow On		2026-09-01	en				
usr-548000-552999.7z	548673.epub	Samuel,Beckett,:	Rockabye and Other Short Pieces		2026-09-01	en				
usr-548000-552999.7z	548674.epub	Beckett,Samuel,:	Selected Poems 1930-1988		2026-09-01	en				
usr-548000-552999.7z	548676.epub	Samuel,Beckett,:	Stories and Texts for Nothing		2026-09-01	en				
usr-548000-552999.7z	548677.epub	Beckett,Samuel,:	Texts for Nothing and Other Shorter Prose, 1950–1976		2026-09-01	en				
usr-548000-552999.7z	548805.epub	D,Wilson,:	The Kyoto Man (The SciKungFi Trilogy)		2026-09-01	en				
usr-548000-552999.7z	548807.epub	Harris,John,:	Covenant with Death		2026-09-01	en				
usr-548000-552999.7z	548808.epub	Rushdie,Salman,:	The Duniazát		2026-09-01	en				
usr-548000-552999.7z	548820.epub	Tom,Drury,:	The Black Brook		2026-09-01	en				
usr-548000-552999.7z	549088.epub	Hickey,Christine,Dwyer:	The Lives of Women		2026-09-01	en				
usr-548000-552999.7z	549089.epub	Hickey,Christine,Dwyer:	Last Train from Liguria (2010)	Christine Dwyer Hickey:	2026-09-01	en				
usr-548000-552999.7z	549093.epub	McLay,Craig,:	Whitechapel		2026-09-01	en				
usr-548000-552999.7z	549095.epub	King,Francis,:	A Domestic Animal	sf_all_root:General:Gay:Literary:	2026-09-01	en				
usr-548000-552999.7z	549104.epub	Hughes,Mary-Beth,:	The Loved Ones		2026-09-01	en				
usr-548000-552999.7z	549105.epub	Monaghan,Nicola,:	The Killing Jar		2026-09-01	en				
usr-548000-552999.7z	549106.epub	Dinerstein,Rebecca,:	The Sunlit Night		2026-09-01	en				
usr-548000-552999.7z	549111.epub	Liz,Fenton,:	The Status of All Things: A Novel		2026-09-01	en				
usr-548000-552999.7z	549116.epub	Liebert,Emily,:	Those Secrets We Keep		2026-09-01	en				
usr-548000-552999.7z	549257.epub	Vanderhaeghe,Guy,:	My Present Age	sf_all_root:General:Literary:Mystery & Detective:	2026-09-01	en				
usr-548000-552999.7z	549258.epub	Vanderhaeghe,Guy,:	Things As They Are?		2026-09-01	en				
usr-548000-552999.7z	549260.epub	Vanderhaeghe,Guy,:	Daddy Lenin and Other Stories		2026-09-01	en				
usr-548000-552999.7z	549738.epub	Ashbery,John,:	Can You Hear, Bird: Poems		2026-09-01	en				
usr-548000-552999.7z	549739.epub	Ashbery,John,:	Chinese Whispers: Poems		2026-09-01	en				
usr-548000-552999.7z	549740.epub	Ashbery,John,:	Flow Chart: A Poem		2026-09-01	en				
usr-548000-552999.7z	549741.epub	Ashbery,John,:	Houseboat Days: Poems		2026-09-01	en				
usr-548000-552999.7z	549742.epub	Ashbery,John,:	Some Trees: Poems		2026-09-01	en				
usr-548000-552999.7z	549743.epub	Ashbery,John,:	Wakefulness: Poems		2026-09-01	en				
usr-548000-552999.7z	549744.epub	Ashbery,John,:	A Wave		2026-09-01	en				
usr-548000-552999.7z	549745.epub	Ashbery,John,:	And the Stars Were Shining		2026-09-01	en				
usr-548000-552999.7z	549746.epub	Ashbery,John,:	As We Know		2026-09-01	en				
usr-548000-552999.7z	549747.epub	Ashbery,John,:	Rivers and Mountains		2026-09-01	en				
usr-548000-552999.7z	549748.epub	Ashbery,John,:	Shadow Train		2026-09-01	en				
usr-548000-552999.7z	549749.epub	Ashbery,John,:	Your Name Here: Poems		2026-09-01	en				
usr-548000-552999.7z	549751.epub	Christofi,Alex,:	Glass		2026-09-01	en				
usr-548000-552999.7z	549757.epub	Aidoo,Ama,Ata:	Changes		2026-09-01	en				
usr-548000-552999.7z	549758.epub	Christian,Bauman,:	Voodoo Lounge		2026-09-01	en				
usr-548000-552999.7z	549762.epub	Christine,Hickey,:	Cold Eye of Heaven, The		2026-09-01	en				
usr-548000-552999.7z	549764.epub	Watson,Mark,:	Eleven	sf_all_root:	2026-09-01	en				
usr-548000-552999.7z	549765.epub	Caldwell,Erskine,:	Place Called Estherville		2026-09-01	en				
usr-548000-552999.7z	549769.epub	Guy,Ware,:	The Fat of Fed Beasts		2026-09-01	en				
usr-593000-596999.7z	593571.epub	Тихоновская,Мирраслава,:	Будьте как дети [СИ]	short_story:	2026-09-01	ru				
usr-593000-596999.7z	593572.epub	Петров,Алексей,Станиславович:	Эммануэль	prose_contemporary:short_story:	2026-09-01	ru				
usr-593000-596999.7z	593582.epub	Булгаков,Сергей,:	Апокалиптика и социализм	sci_religion:	2026-09-01	ru				
usr-696200-698299.7z	697771.pdf.epub	Sharansky,Natan,:Dermer,Ron,:	The Case for Democracy: The Power of Freedom to Overcome Tyranny and Terror		2026-09-01	en				
usr-754400-755499.7z	754572.html.epub	Leach23,,:	Игрок, забравшийся на вершину. Том 10	sf_fantasy:adventure_all_root:	2026-09-01	ru				
